MGI symbol,430AV2_ForeNonOlig_Enrich,430AV2_ForeNonOlig_Hedges_g,430AV2_ForeNonOlig_Var_g,430AV2_ForeNonOlig_SEg
Msl3,0.0032899999999980167,0.02483621351126704,0.2894540762182131,0.5380093644335693
Msl3l2,-0.5621933333333349,-1.1434852803094062,0.34390998241749243,0.5864383875715269
Msln,-0.18722166666666684,-0.5418898379790289,0.3016635661766865,0.5492390792511823
Msmb,0.05552500000000071,0.30118769463913425,0.2932081257973989,0.5414869581046241
Msn,-0.06309583333333357,-0.19457368667562502,0.30727566052137034,0.5542491440646073
Msr1,-0.05926666666666625,0.06384055566335561,0.3051352501969235,0.5522298482346982
Msra,-0.03562666666666736,-0.18298180605875305,0.29082347221183585,0.5392805134731236
Msrb1,-0.031351666666667555,-0.09889411029288468,0.2898358765327566,0.5383640743333052
Msrb2,-0.2483533333333341,-0.8535462862957454,0.3197842606076999,0.5654947043144611
Mst1,0.442955,2.0025678821370847,0.4565232964292727,0.6756650771123759
Mst1r,-0.1266366666666663,-0.4810522236285415,0.2990705097330626,0.5468733946107295
Msto1,-0.30379499999999826,-0.7983579735859656,0.31598568523849274,0.5621260403490419
Msx1,0.1804866666666669,2.6497773667990487,0.5819833785556682,0.7628783510859829
Msx2,-0.14900666666666762,-0.566300900891427,0.3027907375869158,0.5502642434203006
Msx3,-0.15189999999999948,-0.6186981508865447,0.3053778497352486,0.5526100340522678
Mt2,0.8869799999999977,2.5210495884524464,0.5542488341321579,0.7444789010658112
Mt3,0.1609650000000009,0.35518503044897964,0.2946848915662742,0.5428488662291505
Mt4,0.20968666666666724,1.0601090662314567,0.3362546760017362,0.5798747071581379
Mta1,-0.20296166666666693,-0.9380290466165039,0.32609081183465854,0.5710436164030367
Mta2,-0.03384333333333345,-0.05440257239601929,0.2895516929841184,0.5381000771084486
Mta3,0.13491000000000142,0.3317740012090256,0.29401479081724097,0.5422313074853211
Mtag2,-0.26154333333333213,-0.5956931570691482,0.3042138053797728,0.5515558044112787
Mtap,0.11849460784313713,0.21064390774271746,0.2958994159556952,0.5439621041814497
Mtbp,-0.380511666666667,-0.830691757827774,0.3181804078441056,0.5640748246856135
Mtch2,-0.20940785087719285,-0.6488253496320442,0.33732296398403505,0.5793660176653034
Mtcp1,-0.3082415151515157,-0.5557828793737338,0.32521312917333717,0.5696544631696632
Mtdh,-0.2711422043010747,-1.221226900142301,0.3701650613023816,0.606082007732166
Mterfd1,0.31631166666666655,0.9294959124658706,0.3254268184594291,0.5704619342773268
Mterfd2,0.09340000000000082,0.3477599499248829,0.29446741560447065,0.5426485193976582
Mterfd3,0.23039500000000057,0.43760571820945654,0.29740748984771465,0.5453507952205761
Mtf1,0.20958075268817206,0.5388243482124013,0.30677233714876695,0.5536865909802681
Mtf2,0.1798369500000007,0.4954478379117719,0.3093673577477201,0.5558077039932731
Mtfmt,-0.3968533333333326,-0.639511118041748,0.3064689775764393,0.5535964031462265
Mtfp1,-0.1912649999999978,-0.9437274884725693,0.3265376068430951,0.5714346916692187
Mtfr1,0.0192209999999994,-0.003979759026380969,0.3029561358114019,0.5503932635388968
Mtfr1l,-0.17999999999999794,-0.728141303498532,0.3115196145665032,0.5581394221576749
