MGI symbol,430AV2_WB_AK_Enrich,430AV2_WB_AK_Hedges_g,430AV2_WB_AK_Var_g,430AV2_WB_AK_SEg
0610005C13Rik,-0.09629333333333356,-0.6238840114796659,0.5141026049816632,0.7170094873721428
0610008F07Rik,0.06598999999999933,1.367883229455505,0.6375920441188017,0.7984936093161933
0610009B22Rik,0.2634266666666676,1.0298428794496572,0.5700480296960967,0.7550152513003275
0610009D07Rik,-0.02194499999999966,-0.08448011562905007,0.48648518645485783,0.6974811988291242
0610009O20Rik,-0.09542333333333275,-0.9023887109350717,0.5495254488019217,0.7412998373141071
0610010K14Rik,-0.3284333333333329,-0.4692377403422725,0.5000153380801268,0.707117626763841
0610012G03Rik,0.09714111111111141,0.4992289585634594,0.5525005858765016,0.7404208909536807
0610031J06Rik,-0.01313999999999993,-0.20827324693955115,0.48528147878256184,0.6966214745344576
0610037L13Rik,-0.0939400000000008,-0.47812375312029143,0.5007168602748192,0.7076134963910872
0610040J01Rik,0.09914333333333314,0.5809015076723273,0.5097872134679985,0.7139938469398728
1100001G20Rik,-0.01826000000000061,-0.08572936390048003,0.48227912698623165,0.6944631933992123
1110001A16Rik,0.02182333333333375,0.061815188387407086,0.48198509312628085,0.6942514624588708
1110001J03Rik,0.2112433333333339,0.8449291154808168,0.5411587675155995,0.7356349417446126
1110004E09Rik,0.042356666666667486,0.20240867308424623,0.48532403507904975,0.696651035221781
1110004F10Rik,-0.06745666666666672,-0.8795042361662098,0.546127308452859,0.7390042682237086
1110007C09Rik,0.0019200000000001438,0.015116070632627257,0.48168570796594745,0.6940358117316047
1110008F13Rik,0.14156999999999975,2.012800522884041,0.819280495410189,0.9051411466783449
1110008J03Rik,0.1539366666666666,0.4992463309222918,0.5024372415782808,0.7088280761780538
1110008P14Rik,0.16687666666666523,0.8783958316745243,0.5459649364252649,0.7388944014033838
1110012L19Rik,0.19395333333333298,0.7766235123646626,0.5319286733298021,0.7293344043234229
1110032A03Rik,-0.14036333333333317,-0.954000100949803,0.5575096827176863,0.7466657101525999
1110035H17Rik,-0.07963000000000076,-0.7665410280473959,0.5306320956399965,0.7284449846350762
1110037F02Rik,-0.06501666666666628,-1.4729004845585485,1.1631216937073796,1.0388717404778338
1110038F14Rik,0.03682999999999925,0.1581345360780283,0.48375054429171765,0.6955217784453034
1110051M20Rik,-0.1328533333333315,-1.1100385788634166,0.584348803880426,0.7644271082846461
1110057K04Rik,0.18370500000000023,1.3530671147475035,0.6510048197756301,0.8043942691364042
1110058L19Rik,-0.04872666666666525,-0.2679255554194531,0.4876486752705685,0.6983184626447796
1110059E24Rik,-0.03227666666666629,-0.15917113307808314,0.48377795413378,0.695541482683657
1110059G10Rik,-0.01891333333333378,-0.12405720764727034,0.48294918256410313,0.6949454529415263
1190002N15Rik,-0.1823800000000002,-1.302230683832092,0.6329509914447224,0.7941774054515791
1190005I06Rik,-0.13797666666666686,-0.9949843233853536,0.5641661503152174,0.7511099455573848
1200011I18Rik,-0.2836883333333331,-2.4128382291918142,1.1274055937068344,1.0263763708541611
1200014J11Rik,0.22524666666666704,2.318922499936057,0.9297834633924744,0.9642528005624222
1300017J02Rik,0.027279999999999305,0.10092687140644273,0.4825155194476577,0.6946333705255296
1500015O10Rik,0.07391666666666641,0.6169983053233612,0.5133905757309916,0.7165127882536302
1600012H06Rik,0.023229999999999862,0.06855493855429313,0.4821479988750231,0.6943687248320377
1600014C10Rik,0.0037066666666643044,0.0342739543322164,0.4817645586621305,0.694092615334676
