MGI symbol,430AV2_WB_B6_Enrich,430AV2_WB_B6_Hedges_g,430AV2_WB_B6_Var_g,430AV2_WB_B6_SEg
0610005C13Rik,0.020796666666667463,0.1680264911854479,0.4840194084783411,0.695715033960271
0610008F07Rik,0.16164333333333314,0.4284775729901813,0.4969660858796296,0.7049582156976607
0610009B22Rik,-0.0149033333333346,-0.07617748501464304,0.4821502507685963,0.6943703988280292
0610009D07Rik,-0.12095166666666568,-0.6978049023302356,0.5225533073139722,0.7228618896506801
0610009O20Rik,-0.038556666666665684,-0.2766038373821538,0.48804247357121094,0.698600367571626
0610010K14Rik,-0.2944300000000011,-0.7632846281914768,0.5302169519694501,0.7281599769071698
0610012G03Rik,-0.1480633333333327,-0.5235433969647466,0.5117910689772658,0.7151516368065559
0610031J06Rik,-0.0475999999999992,-0.9155129088369186,0.551513657187253,0.7426396550058804
0610037L13Rik,0.03673333333333417,0.2919843275060856,0.4887712372924316,0.6991217614210217
0610040J01Rik,0.04423666666666648,0.3098048157910092,0.489664918657275,0.6997606152515837
1100001G20Rik,0.28303999999999974,0.9619215885336787,0.5587744285405962,0.7475121594600292
1110001A16Rik,-0.1356233333333332,-0.6104092636280549,0.5127166224269118,0.7160423328455601
1110001J03Rik,-0.09181666666666644,-0.5385216398581985,0.5058337963829636,0.7112199353104239
1110004E09Rik,0.03244666666666672,0.08005818160555844,0.49372558695679586,0.702585276443743
1110004F10Rik,-0.04310333333333283,-0.2793120265154478,0.4881679340130137,0.6986901559439733
1110007C09Rik,-0.04658666666666722,-0.3559629173172812,0.49222579987541903,0.701588055681836
1110008F13Rik,0.0029433333333326317,0.022181050405313613,0.48170766658309017,0.694051631064354
1110008J03Rik,-0.04279999999999973,-0.3099448923613722,0.48967215302507516,0.6997657844058076
1110008P14Rik,0.04884000000000199,0.7239704308635883,0.525344432063734,0.7248064790437059
1110012L19Rik,-0.10407333333333302,-1.1482108484542166,0.5915323460423293,0.7691114002810837
1110032A03Rik,-0.23892666666666607,-1.7320690241114873,0.7316719253572099,0.8553782352604081
1110035H17Rik,0.026963333333332784,0.1594257878169976,0.48378471515175575,0.6955463429217034
1110037F02Rik,0.04467166666666644,0.07855419429835048,0.5030182577813285,0.709222782396735
1110038F14Rik,-0.15900999999999943,-1.5714487940296784,0.6874542760214442,0.8291286245338803
1110051M20Rik,-0.02029333333333483,-0.21292351888840702,0.48544470207465173,0.6967386181880919
1110057K04Rik,0.3296399999999995,0.8834355206046165,0.5496910107316385,0.7411730356381154
1110058L19Rik,-0.10259333333333309,-0.5350705296935965,0.5055250393122154,0.7110028405795685
1110059E24Rik,-0.11397333333333304,-0.5379878438578659,0.5057859100115695,0.7111862695606331
1110059G10Rik,-0.12383333333333191,-0.8718688075546881,0.5450129347989027,0.7382499135109347
1190002N15Rik,-0.05106166666666612,-0.1672169472882513,0.4849875870854238,0.6964070840819037
1190005I06Rik,-0.20962666666666774,-0.8756995572297969,0.5455708095443718,0.7386276528430086
1200011I18Rik,0.022551666666665415,0.009547969966623243,0.483312234439469,0.6952065942530378
1200014J11Rik,-0.3395366666666675,-1.0768284180285899,0.5782966201561629,0.7604581646324555
1300017J02Rik,0.2700233333333326,1.0427541049827351,0.5722780102881954,0.7564905883672284
1500015O10Rik,-0.26992999999999956,-2.7730298552670427,1.1224745481835294,1.059468993497936
1600012H06Rik,-0.30178999999999956,-0.7869429458629486,0.5437443318989669,0.7367148046589794
